event_name,datetime,description,host_org,event_perks,categories,location,event_weekend
Watts West Wellness Weekly Walking Wanderings,2024-08-22 08:00:00,"Watts West Wellness Weekly Walking Wanderings: Where Wellness Wins! Thursdays at West Valley Until May 1st, 2025 unless the University is closed or bad weather Join us every Thursday at 8 am for a revitalizing journey to well being! The Watts West Wellness Wander & Walk invites you to escape the daily grind and reconnect with yourself, the outdoors, and your community. This weekly event, held on the scenic ASU West Valley campus, offers a leisurely walk through beautiful surroundings while promoting physical and mental health. Why Attend?  Find Your Calm: Breathe in the fresh air, let go of stress, and find peace in nature. Uplift Your Spirit: Soak up the sunshine and let the outdoors boost your mood. Move with Joy: Enjoy a gentle walk that feels good for your body and soul in a supportive atmosphere. Belong & Connect: Make new friends and build connections with fellow Sun Devils. Share & Learn: Exchange wellness tips and support each other on your well being journeys.  Who's Invited? This event is open to everyone looking to improve their well being, including:  ASU students (current, alumni, and future) Faculty and staff Community members  What to Bring:  Comfortable walking shoes Water bottle Sunscreen Hat  Meeting Point: Start your day with wellness! Join us at 8 am in front of Fletcher Library for a walk around campus. We'll pass by the residential halls, where residents can join in, before winding through the rest of the campus before ending back at Fletcher Library around 9am.  Join us on this journey to well being! ASU clubs and departments, please email anwaxman@asu.edu if you'd like to lead or host a week!",Watts College of Public Service and Community Solutions,,"General, Sun Devil Fitness/Wellness, In-Person Event","Fletcher Library - West Valley campus4701 W Thunderbird Rd, FLHLB, Phoenix, ",0
Weekly Bible Study - The Well at ASU,2024-08-23 19:30:00,"Join us each week at 7:30pm as we do a Bible Study. Meet at the MU Starbucks Outside Patio. If you have trouble finding us, please text: (480) 269 4633 For more info & events, check out: thewellatasu.com/events",The Well,,,"MU Starbucks - Outside Patio301 E Orange St., Tempe, ",0
Weekly SKY Follow up,2024-08-11 09:00:00,   Reconnect session for graduates of SKY Happiness Retreat. We will practice the meditation and breathwork techniques taught during the retreat,#SKYMEDITATION,,,"Bulldog Hall, Room 201611 E. Orange St. , Tempe, ",1
Welcome Back,2024-09-13 12:00:00,"Join us for a safe place to do vision boards, meet and great different leaders within the community of social work, and connect with students within social work.",American Indian Social Work Student Association, Food,"Welcome Event, In-Person Event","822A 411 N Central Ave 8th floor, Phoenix, ",0
Welcome Back Ice Cream Social,2024-08-23 13:00:00,"Kick of the first Friday of the semester with an Ice Cream Social hosted by Student Connection and Community the Polytechnic Staff Council. Put on your Gold shirt and meet us on the west patio of the Student Union from 1 pm to 2 pm.   We will have ice cream, non dairy treats, and giveaways! This event is open to all students, staff and faculty!", Polytechnic, Food   Stuff,"Student Engagement Event, University Signature Event, In-Person Event, New Student Experience",Student Union - West Patio,0
Welcome Black Week- Hot Topics Night,2024-08-29 19:00:00,Come join us for Hot Topics Night one of our Welcome Black Week events to kick off the start of our school year.,Black African Coalition, Food,,"Memorial Union room 228 Cochise301 E Orange St , Tempe, ",0
Welcome Black Week- Pool Day,2024-08-30 19:00:00,Come join us at the SDFC pool for a pool day including pool games!,Black African Coalition, Food,,"Sun Devil Fitness Center400 E Apache Blvd, Tempe, ",0
Welcome Week- Student Entrepreneur Panel,2024-08-20 14:30:00,"Join us for a virtual panel event featuring current ASU student entrepreneurs! As part of ASU welcome week, we're hosting a panel event featuring three current ASU students who will share their entrepreneurial stories and what resources have helped them along the way in hopes of inspiring other students to 'Just Start' on their own entrepreneurial journey. Attendees will have the opportunity to ask the panelists questions in a Q&A session at the end of the panel event.",J. Orin Edson Entrepreneurship + Innovation Institute,,Entrepreneurship & Innovation,Online,0
Welcome to ASU Physics!,2024-08-21 17:00:00,"Enjoy FREE food and physics community with The Association of Women in Physics! Get to know your peers and professors in the physics department before classes start. Our meeting will start at 5 to allow students to go to welcome week events happening at 6, but we normally meet at 6 every other Wednesday. We are a club that promotes inclusivity, all are welcome! :)",The Association of Women in Physics, Food   Stuff,"Club Meetings, Welcome Event, In-Person Event","PSF186550 E Tyler Mall, Tempe",0
Welcome to West Valley!,2024-08-17 18:00:00,"Join us Saturday, August 17th at 6PM for a hypnotist show! Stop by to get hypnotized and enjoy a warm welcome to West Valley.",Student Connection and Community - West,,"Student Engagement Event, Welcome Event, New Student Experience",SDFC Courts,1
West Fest,2024-08-21 17:00:00,"Join us at one of the biggest welcome events of the school year! West Fest will take place on Wednesday, August 21st from 5PM to 7PM in the SDFC. Begin your connections now! Start your night off at the student club and org fair and find out how you can get involved at West Valley Campus. There will be light programming and performances during this time!  The fun doesn't end there! At 7:00 PM, head to the SDFC lawn for PAB's Splash Zone!  See you there! Follow us on Instagram for updates:  @asuwestvalley @asupabwest",Student Connection and Community - West,,"Welcome Event, New Student Experience",Fletcher Library,0
West Valley goes BIG (12),2024-08-18 19:00:00,"ROLLER RINK ?!?! Roll on by the The Quad on Sunday, August 18th at 7PM! We will have a roller rink, DJs, henna artists, caricatures, and more!",Student Connection and Community - West,,"Student Engagement Event, Welcome Event, New Student Experience",The Quad,1
What is SoDA and Can I Drink It?,2024-08-27 19:30:00,"Join us for our first event of the semester to learn about the Software Developers Association (SoDA), the largest Fulton Student Organization at Arizona State University. Get an overview of upcoming events for the semester and the resources we offer. Food will be provided.",Software Developers Association (SoDA), Food   Stuff,"Career and Professional Development, Club Meetings, Clubs and Organization Information, General, Welcome Event, In-Person Event, New Student Experience",LSA 191 (Life Sciences A-Wing 191),0
What is TRIO Teacher Prep (and why should I attend this workshop)?,2024-08-07 16:00:00,"Join us for a lively session to connect with TRIO Teacher Prep, a no cost program serving MLFTC students who are first generation or income eligible or have a documented disability. Coordinated by veteran educators, the TRIO Teacher Prep community of learners and seekers connects you with scholarships, academic enrichment, internships, your peers, and professional & personal opportunities for growth and discovery that will elevate your ASU + MLFTC experience.",Host Organizations Teachers College Office of Academic and Career Success (OACiS)   Tempe,,Welcome Event,Online,0
White Elephant,2024-11-11 18:00:00,To celebrate the holidays and connect students by hosting a gift exchange of gifts under $15 given and received by each participating member., Business School Council,,,Deans Patio,0
Women IN Panel,2024-11-18 18:00:00,"A panel hosting women with diverse professional backgrounds to offer their professional advice, wisdom, and connections. Open to BSC members to strengthen our knowledge of Diversity Equity Inclusion and Professional Development.", Business School Council,,,Business Administration (BA) 199,0
Women In Sports Panel,2024-10-03 18:00:00,"Students will gain a deeper understanding of the unique challenges and opportunities faced by women in the sports industry through firsthand accounts from accomplished female professionals. They will also have the chance to network with industry leaders, fostering connections that could lead to mentorship, internships, and career opportunities in the field of sports.",Sports Business Association at ,,,"BAC 215400 E Lemon St, Tempe,  85281",0
Yoga Workshop,2024-08-26 18:30:00,"  Incorporating a Yoga Workshop into a dance club is crucial as it enhances flexibility, strength, and injury prevention, all vital for dancers. Yoga's emphasis on breath control and mindfulness improves focus and presence during performances while reducing anxiety. Additionally, it promotes relaxation and stress relief, supporting the physical and mental stamina needed for rigorous practices and performances. This holistic approach balances intense training with restorative practices, fostering dancers' overall health and longevity.",Lasya at , Food   Stuff,,Pitchforks StudiosSDFC,0
Young Life College Weekend,2024-10-18 17:00:00,"A weekend in Williams, Arizona focusing on friendship, community, and fun. Sign up using the link!",Young Life at ,,,Lost Canyon,0
